827593461	4073554.2497809427
827539641	4073554.2497809427
825739641	4073554.2497809427
825719643	4073554.2497809427
827519643	4073554.2497809427
827519346	4073554.2497809427
829517346	4073554.2497809427
829715346	4073554.2497809427
928715346	4073554.2497809427
928715346	4073554.2497809427
928615347	4073554.2497809427
928715346	4073554.2497809427
982715346	4073554.2497809427
912785346	4073554.2497809427
912785346	4073554.2497809427
986715342	4073554.2497809427
986175342	4073554.2497809427
985176342	4073554.2497809427
589176342	4073554.2497809427
589126347	4073554.2497809427
589176342	4073554.2497809427
587196342	4073554.2497809427
587126349	4073554.2497809427
587129346	4073554.2497809427
517829346	4073554.2497809427
517849326	4073554.2497809427
517849326	4073554.2497809427
518749326	4073554.2497809427
538749126	4073554.2497809427
518749326	4073554.2497809427
518947326	4073554.2497809427
518937426	4073554.2497809427
513987426	4073554.2497809427
583917426	4073554.2497809427
583971426	4073554.2497809427
783951426	4073554.2497809427
783921456	4073554.2497809427
784921356	4073554.2497809427
784921356	4073554.2497809427
734921856	4073554.2497809427
734921856	4073554.2497809427
734291856	4073554.2497809427
234791856	4073554.2497809427
234791856	4073554.2497809427
274391856	4073554.2497809427
674391852	4073554.2497809427
674891352	4073554.2497809427
671894352	4073554.2497809427
671498352	4073554.2497809427
671948352	4073554.2497809427
671948352	4073554.2497809427
761948352	4073554.2497809427
761938452	4073554.2497809427
761538492	4073554.2497809427
861537492	4073554.2497809427
861573492	4073554.2497809427
861543792	4073554.2497809427
867543192	4073554.2497809427
865743192	4073554.2497809427
365748192	4073554.2497809427
365948172	4073554.2497809427
465938172	4073554.2497809427
465938172	4073554.2497809427
465138972	4073554.2497809427
564138972	4073554.2497809427
567138942	4073554.2497809427
568137942	4073554.2497809427
568197342	4073554.2497809427
564197382	4073554.2497809427
564127389	4073554.2497809427
594127386	4073554.2497809427
594187326	4073554.2497809427
594127683	4073554.2497809427
794125683	4073554.2497809427
394125687	4073554.2497809427
314925687	4073554.2497809427
614925387	4073554.2497809427
614925387	4073554.2497809427
612945387	4073554.2497809427
312945687	4073554.2497809427
319245687	4073554.2497809427
319245687	4073554.2497809427
316245987	4073554.2497809427
516243987	4073554.2497809427
516283947	4073554.2497809427
516273948	4073554.2497809427
716253948	4073554.2497809427
516273948	4073554.2497809427
516372948	4073554.2497809427
516327948	4073554.2497809427
516327498	4073554.2497809427
516324798	4073554.2497809427
516324789	4073554.2497809427
569324781	4073554.2497809427
569124783	4073554.2497809427
569724183	4073554.2497809427
769524183	4073554.2497809427
719524683	4073554.2497809427
719254683	4073554.2497809427
917524683	4073554.2497809427
917542683	4073554.2497809427
947562183	4073554.2497809427
941562783	4073554.2497809427
946512783	4073554.2497809427
946215783	4073554.2497809427
946315782	4073554.2497809427
946315782	4073554.2497809427
956314782	4073554.2497809427
926384715	4073554.2497809427
126384795	4073554.2497809427
856314792	4073554.2497809427
156384792	4073554.2497809427
156387492	4073554.2497809427
456387192	4073554.2497809427
456783192	4073554.2497809427
459873162	4073554.2497809427
459173862	4073554.2497809427
759143862	4073554.2497809427
759843162	4073554.2497809427
159843762	4073554.2497809427
195843762	4073554.2497809427
915843762	4073554.2497809427
915843762	4073554.2497809427
915843762	4073554.2497809427
975843162	4073554.2497809427
978543162	4073554.2497809427
978523164	4073554.2497809427
948523167	4073554.2497809427
942583167	4073554.2497809427
942683157	4073554.2497809427
942638517	4073554.2497809427
942368517	4073554.2497809427
942768513	4073554.2497809427
962748513	4073554.2497809427
162748593	4073554.2497809427
