32541	480
23145	684
23145	684
25143	488
25134	522
21534	686
51234	548
54213	296
54231	252
54231	252
51234	548
51234	548
51432	416
21435	740
21453	696
24153	568
24153	568
25143	488
35142	398
35241	344
45231	260
45231	260
45231	260
45231	260
45231	260
43251	416
23451	532
53241	332
53241	332
53241	332
53142	386
53241	332
53241	332
35241	344
35241	344
45231	260
35241	344
35241	344
35214	394
35124	438
32154	642
32154	642
32154	642
32514	522
32514	522
35214	394
32514	522
32514	522
32541	480
42531	396
42351	462
42153	552
52143	468
42153	552
42153	552
42351	462
42351	462
31452	606
35412	312
15432	452
25431	362
25341	406
24351	486
21354	750
25314	456
25341	406
23541	488
23451	532
23154	650
53124	422
54123	340
54213	296
45213	304
43215	468
43215	468
43512	350
13542	578
13245	746
13425	668
13425	668
13245	746
53241	332
53241	332
53241	332
35241	344
35241	344
35421	278
31425	656
35421	278
35421	278
53421	254
53241	332
53421	254
45321	216
45321	216
25341	406
25143	488
23145	684
23541	488
24531	408
25431	362
25431	362
15432	452
15432	452
15432	452
15432	452
15342	496
13542	578
13542	578
13452	622
13452	622
13542	578
13245	746
31245	722
31245	722
34215	476
32145	676
34125	520
34521	324
54321	208
45321	216
45231	260
45231	260
54231	252
54213	296
54213	296
54213	296
54213	296
54312	242
54312	242
53412	288
13452	622
32451	524
23451	532
23451	532
23451	532
32451	524
23451	532
53421	254
23541	488
23541	488
23541	488
43521	316
41523	512
41325	594
41523	512
14523	532
13524	614
15324	540
14325	622
34125	520
43125	512
23145	684
43125	512
43152	470
43152	470
43152	470
43125	512
43125	512
43215	468
23415	584
23451	532
23541	488
23541	488
42531	396
42351	462
42531	396
32541	480
32541	480
32541	480
32145	676
31245	722
32145	676
32154	642
32154	642
12354	758
32154	642
23154	650
53124	422
51324	504
51324	504
53124	422
53142	386
43152	470
43125	512
53124	422
53421	254
53421	254
54321	208
52341	378
52341	378
52341	378
25341	406
35241	344
52341	378
25341	406
23541	488
13542	578
13542	578
23541	488
23541	488
25341	406
25431	362
52431	334
52431	334
52134	502
54132	306
24135	604
21435	740
12435	748
21435	740
21435	740
21435	740
25431	362
24531	408
24531	408
24531	408
21534	686
24531	408
54231	252
24531	408
25431	362
45231	260
45231	260
45231	260
25341	406
52341	378
52314	424
52413	370
25413	402
25413	402
45213	304
45123	348
45123	348
43125	512
43215	468
34215	476
34125	520
34152	478
34152	478
43152	470
34152	478
54132	306
45132	314
54123	340
54123	340
51423	450
51432	416
51423	450
21453	696
21453	696
21453	696
41352	544
21354	750
51324	504
31524	602
31524	602
51324	504
51423	450
15423	486
15243	550
15423	486
15324	540
15324	540
51324	504
51324	504
51324	504
24351	486
42351	462
42351	462
43251	416
53241	332
53241	332
53241	332
23541	488
25341	406
24351	486
24315	538
23415	584
23415	584
53412	288
53421	254
53241	332
53241	332
53241	332
35241	344
35421	278
35421	278
35421	278
45321	216
45321	216
25341	406
35241	344
34251	424
34251	424
43251	416
42351	462
52341	378
52143	468
42153	552
14253	630
14235	666
14325	622
14523	532
15423	486
15423	486
15243	550
14253	630
14352	576
34152	478
34125	520
34125	520
32145	676
32541	480
32514	522
32514	522
34512	358
34512	358
34152	478
34125	520
24135	604
21435	740
21435	740
21453	696
51423	450
15423	486
25413	402
25413	402
45213	304
45123	348
45213	304
45132	314
45123	348
45123	348
41523	512
12543	660
21543	652
25143	488
21543	652
23541	488
32541	480
14523	532
14523	532
54123	340
51243	514
51342	460
51342	460
51342	460
51342	460
51342	460
51342	460
31542	562
31542	562
35421	278
45321	216
45321	216
45321	216
35421	278
35421	278
35421	278
31425	656
35421	278
35412	312
53412	288
51432	416
51234	548
51234	548
15234	584
45231	260
45231	260
45321	216
54321	208
45321	216
45231	260
45231	260
45231	260
45231	260
45231	260
35241	344
25143	488
23145	684
25143	488
25134	522
23154	650
23415	584
23415	584
23415	584
23514	530
23154	650
53124	422
53124	422
13524	614
53124	422
52134	502
52134	502
52134	502
52134	502
52134	502
12534	694
13524	614
13524	614
13542	578
15342	496
51342	460
53142	386
51342	460
31542	562
31452	606
35412	312
25413	402
52413	370
52431	334
52431	334
54231	252
54213	296
51243	514
51342	460
54312	242
53412	288
54312	242
52314	424
52314	424
52314	424
52314	424
52413	370
52413	370
25413	402
15423	486
13425	668
43125	512
43125	512
43521	316
41523	512
41523	512
41253	598
41253	598
45213	304
25413	402
35412	312
53412	288
53214	378
53241	332
23541	488
23451	532
23541	488
43512	350
34512	358
34512	358
24513	448
24513	448
54312	242
54312	242
54321	208
54321	208
54123	340
52143	468
52134	502
52134	502
54132	306
54123	340
54123	340
54123	340
54213	296
54213	296
54213	296
45213	304
35214	394
15234	584
25134	522
25134	522
25431	362
25413	402
21453	696
21453	696
12453	704
12543	660
14523	532
41523	512
41523	512
35124	438
32154	642
23154	650
23154	650
23154	650
23154	650
23154	650
53124	422
53142	386
53142	386
53412	288
53412	288
53421	254
35421	278
35421	278
35421	278
15423	486
45123	348
43125	512
45123	348
45132	314
45132	314
45132	314
35142	398
45132	314
35142	398
35142	398
35142	398
34152	478
43152	470
45123	348
35124	438
35142	398
34152	478
34152	478
34152	478
32154	642
32154	642
32514	522
42513	432
12543	660
13542	578
14532	498
14532	498
14352	576
14352	576
14352	576
34512	358
43512	350
43512	350
43512	350
53412	288
53214	378
53241	332
23541	488
32541	480
34521	324
34512	358
34215	476
34512	358
31542	562
31524	602
13524	614
15324	540
45321	216
45321	216
45321	216
35421	278
34521	324
14523	532
54123	340
51423	450
52413	370
53412	288
53214	378
54213	296
54123	340
54321	208
54321	208
54231	252
45231	260
54231	252
54213	296
54123	340
54123	340
54132	306
14532	498
13542	578
14532	498
14532	498
54132	306
52134	502
15432	452
12435	748
32415	576
52413	370
51423	450
53421	254
53421	254
53124	422
53421	254
51423	450
15432	452
15432	452
15432	452
15432	452
15432	452
15432	452
15432	452
14532	498
15432	452
15432	452
14532	498
14532	498
14532	498
31542	562
32541	480
32541	480
32541	480
12543	660
12453	704
12354	758
52314	424
53412	288
53412	288
53412	288
23415	584
32415	576
32514	522
32541	480
12543	660
12543	660
42153	552
42513	432
52413	370
42513	432
42531	396
52431	334
52431	334
51432	416
51432	416
53412	288
53241	332
53241	332
53241	332
53214	378
52314	424
53214	378
13254	712
13245	746
43512	350
53412	288
51432	416
41532	478
14532	498
14352	576
14352	576
34152	478
24153	568
24153	568
23154	650
23514	530
24513	448
24513	448
24531	408
42531	396
42531	396
42531	396
45231	260
42531	396
42531	396
12534	694
12543	660
12534	694
13524	614
12534	694
12534	694
13524	614
31524	602
31542	562
32541	480
35241	344
53241	332
54231	252
54231	252
54231	252
54132	306
54132	306
54132	306
54132	306
54132	306
54123	340
54123	340
51423	450
21453	696
12453	704
14352	576
14325	622
54321	208
45321	216
35421	278
35412	312
32415	576
32415	576
12435	748
42135	592
43125	512
43125	512
43521	316
41523	512
41523	512
14523	532
15423	486
45123	348
41523	512
43521	316
43521	316
43521	316
43521	316
53421	254
53241	332
53241	332
35241	344
53241	332
53241	332
53142	386
53142	386
53124	422
35124	438
15324	540
15234	584
15234	584
35214	394
35214	394
45213	304
15243	550
14253	630
14523	532
24513	448
54213	296
53214	378
53214	378
13254	712
13524	614
13254	712
12354	758
12354	758
13254	712
31254	688
32154	642
32451	524
42351	462
24351	486
24351	486
24351	486
23451	532
43251	416
45231	260
45231	260
45321	216
45231	260
45231	260
42531	396
42513	432
43215	468
43125	512
43152	470
43251	416
45231	260
42531	396
45231	260
45231	260
54213	296
54312	242
51342	460
51342	460
54312	242
14352	576
34152	478
34152	478
31452	606
32451	524
42351	462
45321	216
43521	316
23541	488
23145	684
23154	650
23451	532
23451	532
13452	622
23451	532
23451	532
23415	584
21435	740
23415	584
23415	584
23451	532
53421	254
35421	278
45321	216
45231	260
45132	314
45132	314
45132	314
45312	250
45312	250
45312	250
45321	216
45321	216
